0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
6739,0.97,19,0,1,0,9077,20592,389,108,19786,67390,6739.82,2,9077,3,1,1,0,28.7,2
6740,0.94,15,1,1,1,9430,4760,3939,8277,6810,67400,6740.99,7,9430,3,2,2,2,24.4,2
6742,0.83,21,0,0,1,5538,12403,3527,11335,8460,67420,6742.98,4,5538,1,0,1,1,29.3,2
6748,0.24,27,1,0,1,24974,33796,933,8693,14983,67480,6748.79,5,0,3,1,1,2,29.4,2
6751,0.12,15,1,1,1,13426,24810,424,8242,493,67510,6750.66,7,0,3,2,2,2,16.2,2
6753,0.36,33,1,0,1,22342,11966,8128,3517,483,67530,6752.63,5,0,1,1,1,2,36.6,2
6769,0.73,25,0,0,1,6796,34139,9560,17417,7345,67690,6769.28,4,6796,1,0,1,1,32.3,2
6772,0.44,17,1,0,1,16949,38803,6466,16841,6324,67720,6772.43,5,0,1,1,1,2,21.4,2
6782,0.69,35,1,1,1,8035,39146,8324,8701,9073,67820,6781.66,7,8035,3,2,2,2,41.9,2
6783,0.78,11,1,0,1,5042,14529,2700,4734,17503,67830,6783.54,5,5042,3,1,1,2,18.8,2
6798,0.41,17,1,0,1,19563,3288,8210,14018,19735,67980,6798.58,5,0,1,1,1,2,21.1,2
6804,0.31,39,1,1,1,24027,29216,3582,8299,4509,68040,6804.17,7,0,3,2,2,2,42.1,2
6822,0.59,29,0,1,0,9975,721,1412,11698,13390,68220,6821.27,2,9975,1,1,1,0,34.9,2
6823,0.48,9,1,1,1,24336,38762,1281,15227,6737,68230,6822.61,7,0,1,2,2,2,13.8,2
6824,0.37,3,0,1,0,16636,6456,8158,6595,19537,68240,6824.38,2,0,3,1,1,0,6.7,2
6827,0.02,37,1,1,1,15488,7557,713,149,8249,68270,6827.18,7,0,1,2,2,2,37.2,2
6828,0.1,21,1,0,1,5799,36805,5110,2898,9640,68280,6827,5,0,1,1,1,2,22,2
6829,0.22,15,0,1,0,5966,30246,394,17166,1241,68290,6828.35,2,0,3,1,1,0,17.2,2
6837,0.93,9,1,0,1,6008,23635,1895,3290,1187,68370,6836.85,5,6008,1,1,1,2,18.3,2
6848,0.56,17,0,0,1,5488,27816,808,1365,3742,68480,6847.93,4,5488,1,0,1,1,22.6,2
6850,0.34,23,1,0,1,19275,14671,9889,748,19811,68500,6849.34,5,0,3,1,1,2,26.4,2
6851,0.22,39,1,1,1,19106,27225,2391,17224,13168,68510,6850.85,7,0,3,2,2,2,41.2,2
6852,0.1,37,1,1,1,5183,6042,8142,13161,8113,68520,6852.59,7,0,1,2,2,2,38,2
6854,0.14,35,1,0,1,16435,12005,4906,13899,17102,68540,6853.65,5,0,3,1,1,2,36.4,2
6857,0.48,5,1,1,1,23799,8387,2627,9858,9679,68570,6857.94,7,0,1,2,2,2,9.8,2
6861,0.84,23,1,1,1,6112,16200,1874,16788,15649,68610,6861.63,7,6112,3,2,2,2,31.4,2
6866,1,37,0,1,0,7454,8431,392,174,826,68660,6865.14,2,7454,1,1,1,0,47,2
6870,0.87,19,0,1,1,8027,6024,3680,4537,7727,68700,6869.78,6,8027,3,1,2,1,27.7,2
6871,0.8,7,0,1,1,5634,23666,3944,2388,8024,68710,6871.06,6,5634,3,1,2,1,15,2
6875,0.42,17,0,1,1,13504,13638,4202,8845,4460,68750,6875.13,6,0,1,1,2,1,21.2,2
6877,0.19,29,1,0,1,8486,19263,838,5522,18991,68770,6876.02,5,0,1,1,1,2,30.9,2
6879,0.05,23,0,0,1,14521,20863,8311,1206,4496,68790,6878.14,4,0,3,0,1,1,23.5,2
6880,0.17,23,0,0,0,14981,25777,2572,6689,14967,68800,6880.88,0,0,3,0,0,0,24.7,2
6882,0.41,27,1,1,1,15678,27718,4701,4968,7102,68820,6882.96,7,0,3,2,2,2,31.1,2
6901,0.39,15,1,1,1,20411,265,7391,17285,17623,69010,6900.75,7,0,3,2,2,2,18.9,2
6902,0.28,19,1,0,0,7102,15558,8779,11935,13889,69020,6901.67,1,0,3,1,0,1,21.8,2
6903,0.16,29,0,0,1,12538,21542,343,5337,3008,69030,6903.36,4,0,1,0,1,1,30.6,2
6904,0.03,13,0,1,0,13970,35713,4062,17954,14985,69040,6903.62,2,0,1,1,1,0,13.3,2
6905,0.09,25,0,0,1,14182,11521,4863,3783,5629,69050,6905.18,4,0,1,0,1,1,25.9,2
6906,0.21,29,0,1,0,10726,35860,394,3571,8474,69060,6906.69,2,0,1,1,1,0,31.1,2
6908,0.44,29,1,0,0,7697,20148,9463,3884,8644,69080,6908.42,1,0,1,1,0,1,33.4,2
6921,0.89,7,0,0,0,6751,36283,3168,5717,194,69210,6921.34,0,6751,3,0,0,0,15.9,2
6925,0.57,31,1,0,0,6106,15597,2953,14400,5024,69250,6925.99,1,6106,3,1,0,1,36.7,2
6926,0.47,29,0,1,0,9004,4054,696,11701,11578,69260,6926.98,2,0,1,1,1,0,33.7,2
6928,0.24,31,1,1,1,14205,16046,8235,5924,17948,69280,6927.95,7,0,3,2,2,2,33.4,2
6929,0.12,7,0,1,1,14568,30683,706,11318,18102,69290,6929.18,6,0,3,1,2,1,8.2,2
6931,0.12,37,1,0,1,6987,38110,8272,10562,14606,69310,6931.75,5,0,1,1,1,2,38.2,2
6932,0.24,5,0,0,0,10039,2907,7705,18116,7646,69320,6932.72,0,0,1,0,0,0,7.4,2
6933,0.36,5,1,1,1,19978,18105,1257,6024,12671,69330,6932.69,7,0,1,2,2,2,8.6,2
6934,0.47,33,1,0,0,8736,33782,5272,4802,14674,69340,6934.8,1,0,1,1,0,1,37.7,2
6938,0.83,35,0,1,1,9363,5463,9276,1529,4151,69380,6938.09,6,9363,3,1,2,1,43.3,2
6952,0.44,13,0,0,1,7112,16983,249,5637,7983,69520,6951.76,4,0,1,0,1,1,17.4,2
6953,0.33,5,1,1,1,12014,34598,8732,1514,16671,69530,6952.54,7,0,1,2,2,2,8.3,2
6954,0.21,35,1,0,1,10739,8308,30,18718,8147,69540,6953.89,5,0,3,1,1,2,37.1,2
6956,0.03,39,0,1,0,10423,10481,9217,5837,5573,69560,6955.46,2,0,3,1,1,0,39.3,2
6957,0.16,9,0,0,0,12995,39164,5243,5762,17868,69570,6957.51,0,0,1,0,0,0,10.6,2
6958,0.28,5,1,0,0,6624,10288,7985,2647,18335,69580,6958.8,1,0,1,1,0,1,7.8,2
6959,0.39,15,1,1,1,9126,39603,620,17143,15921,69590,6958.33,7,0,3,2,2,2,18.9,2
6964,0.85,25,1,1,1,9611,21496,9710,3670,8161,69640,6964.7,7,9611,1,2,2,2,33.5,2
6968,1,11,1,0,1,8090,9856,2567,6957,1802,69680,6968.22,5,8090,3,1,1,2,21,2
6974,0.79,13,1,0,1,5538,9727,7336,5948,18378,69740,6973.5,5,5538,1,1,1,2,20.9,2
6976,0.62,19,0,1,1,6623,32114,9435,12703,12004,69760,6975.79,6,6623,3,1,2,1,25.2,2
6978,0.41,23,0,0,0,10211,14821,5489,8474,3453,69780,6978.22,0,0,3,0,0,0,27.1,2
6980,0.17,3,1,1,1,12253,8822,4964,4433,126,69800,6979.76,7,0,3,2,2,2,4.7,2
6982,0.07,9,0,1,1,15574,29451,334,12344,10306,69820,6982.06,6,0,1,1,2,1,9.7,2
6985,0.42,27,0,1,0,22292,1680,4176,4691,18166,69850,6985.44,2,0,3,1,1,0,31.2,2
6986,0.53,31,1,1,1,5446,467,5843,9807,11297,69860,6985.48,7,5446,3,2,2,2,36.3,2
6990,0.87,3,0,1,0,8104,26398,6858,12036,10747,69900,6990.07,2,8104,3,1,1,0,11.7,2
7005,0.26,23,0,1,0,24371,22885,5541,13771,5503,70050,7004.49,2,0,3,1,1,0,25.6,2
7006,0.14,9,0,1,1,21990,13974,8511,13053,12602,70060,7006.36,6,0,1,1,2,1,10.4,2
7010,0.34,1,1,0,0,6056,3298,5217,10075,10498,70100,7009.69,1,0,1,1,0,1,4.4,2
7011,0.45,31,0,1,1,19919,14526,5074,7058,9477,70110,7010.84,6,0,3,1,2,1,35.5,2
7022,0.97,7,1,1,1,7556,19117,8191,5299,8107,70220,7021.82,7,7556,3,2,2,2,16.7,2
7025,0.82,25,1,0,1,8412,33035,4990,14684,14676,70250,7024.93,5,8412,1,1,1,2,33.2,2
7028,0.56,5,0,1,0,7913,34355,8329,14807,16867,70280,7028.16,2,7913,1,1,1,0,10.6,2
7031,0.22,5,1,0,0,18096,38246,8677,1167,16024,70310,7030.56,1,0,1,1,0,1,7.2,2
7034,0.14,19,0,0,1,19852,31907,6730,15206,17549,70340,7033.01,4,0,3,0,1,1,20.4,2
7037,0.48,9,0,1,1,23560,31752,2098,4048,17067,70370,7037.48,6,0,1,1,2,1,13.8,2
7039,0.68,3,1,1,1,5402,21920,1703,19951,174,70390,7039.4,7,5402,3,2,2,2,9.8,2
7042,0.9,29,1,0,1,6083,31290,8908,1176,3713,70420,7041.8,5,6083,1,1,1,2,38,2
7047,0.99,11,0,1,1,7067,797,8285,7526,1905,70470,7047.5,6,7067,3,1,2,1,20.9,2
7048,0.96,15,0,0,0,7155,29178,2714,12664,9562,70480,7047.56,0,7155,3,0,0,0,24.6,2
7050,0.87,1,1,1,1,9758,35136,5216,172,19619,70500,7050.67,7,9758,1,2,2,2,9.7,2
7057,0.19,15,1,1,1,5078,13725,3378,18351,15941,70570,7056.16,7,0,3,2,2,2,16.9,2
7059,0.05,23,1,1,1,10457,9635,722,18623,18346,70590,7059.52,7,0,3,2,2,2,23.5,2
7061,0.29,35,1,0,1,18354,29126,4183,7762,17773,70610,7061.3,5,0,3,1,1,2,37.9,2
7072,1,11,0,0,1,8747,18475,8680,15875,13933,70720,7071.61,4,8747,3,0,1,1,21,2
7082,0.28,9,0,0,1,22796,28159,3884,18433,13031,70820,7082.1,4,0,1,0,1,1,11.8,2
7085,0.09,19,0,1,0,5992,29387,8598,172,17118,70850,7085.86,2,0,3,1,1,0,19.9,2
7088,0.44,35,0,0,1,16714,36288,6262,12165,5233,70880,7088.3,4,0,3,0,1,1,39.4,2
7091,0.73,1,1,1,1,8851,2647,8990,7722,9468,70910,7091.11,7,8851,1,2,2,2,8.3,2
7110,0,39,0,0,0,12790,32433,1292,762,138,71100,7110.49,0,0,3,0,0,0,39,2
7111,0.12,29,1,0,1,19774,22840,9053,2243,8850,71110,7110.45,5,0,1,1,1,2,30.2,2
7115,0.57,39,0,1,0,7548,33124,5770,16116,162,71150,7114.83,2,7548,3,1,1,0,44.7,2
7132,0.44,1,1,1,1,24272,17202,1741,8198,6493,71320,7132.94,7,0,1,2,2,2,5.4,2
7135,0.09,13,1,1,1,19482,14252,5742,18671,5829,71350,7135.37,7,0,1,2,2,2,13.9,2
7137,0.16,9,0,0,0,10250,16479,6079,4769,4983,71370,7137.7,0,0,1,0,0,0,10.6,2
7143,0.78,3,0,1,1,6607,10688,1218,13284,838,71430,7143.94,6,6607,3,1,2,1,10.8,2
7156,0.62,7,0,1,1,5567,11041,2620,15034,13372,71560,7155.17,6,5567,3,1,2,1,13.2,2
7158,0.41,7,0,1,0,12908,27628,1889,5942,15282,71580,7157.38,2,0,3,1,1,0,11.1,2
7159,0.29,11,1,1,1,23926,14232,1002,19398,10669,71590,7158.87,7,0,3,2,2,2,13.9,2
7160,0.17,39,1,0,1,11606,27579,3381,16060,4694,71600,7160.61,5,0,3,1,1,2,40.7,2
7162,0.07,19,0,0,1,5014,29257,7576,6044,19888,71620,7161.61,4,0,3,0,1,1,19.7,2
7163,0.19,19,1,1,1,6059,28615,4425,4793,9583,71630,7163.23,7,0,3,2,2,2,20.9,2
7179,0.84,13,0,0,1,7395,32486,922,2503,16076,71790,7178.96,4,7395,1,0,1,1,21.4,2
7186,0.14,3,1,0,1,21556,4284,4111,16052,2214,71860,7186.05,5,0,3,1,1,2,4.4,2
7187,0.02,37,0,0,0,23415,12072,8174,14221,17891,71870,7187.9,0,0,1,0,0,0,37.2,2
7189,0.22,15,1,0,1,16968,11839,4507,17787,11814,71890,7188.64,5,0,3,1,1,2,17.2,2
7199,0.99,27,1,0,1,8979,26593,1341,15799,11124,71990,7199.35,5,8979,3,1,1,2,36.9,2
7205,0.82,11,1,1,1,7943,19631,3486,18678,15142,72050,7204.68,7,7943,3,2,2,2,19.2,2
7212,0.1,29,1,0,1,20247,2931,2914,10947,19569,72120,7212.8,5,0,1,1,1,2,30,2
7216,0.37,17,0,0,1,9429,1539,442,2698,12932,72160,7215.96,4,0,1,0,1,1,20.7,2
7217,0.48,5,1,1,1,15429,10804,2186,3030,12705,72170,7216.51,7,0,1,2,2,2,9.8,2
7238,0.07,7,1,0,1,19541,30853,2762,15987,13622,72380,7237.77,5,0,3,1,1,2,7.7,2
7241,0.29,13,0,0,0,5118,18670,61,12869,7729,72410,7241.31,0,0,1,0,0,0,15.9,2
7242,0.41,1,0,1,1,8924,26747,8580,19644,6381,72420,7241.72,6,0,1,1,2,1,5.1,2
7250,0.98,31,1,0,0,6274,30697,73,19685,6283,72500,7250.8,1,6274,3,1,0,1,40.8,2
7261,0.39,25,1,0,0,8343,33182,1987,9264,597,72610,7260.13,1,0,1,1,0,1,28.9,2
7262,0.28,13,0,0,0,18762,34555,5971,3545,18122,72620,7261.73,0,0,1,0,0,0,15.8,2
7263,0.16,11,1,1,1,7312,24629,3420,18844,8310,72630,7263.67,7,0,3,2,2,2,12.6,2
7264,0.03,31,1,1,1,5752,21846,8529,12241,17992,72640,7263.41,7,0,3,2,2,2,31.3,2
7282,0.83,21,1,0,1,6259,32415,7271,285,13547,72820,7282.53,5,6259,1,1,1,2,29.3,2
7289,0.12,39,0,0,1,8943,6507,9215,15222,6486,72890,7289.21,4,0,3,0,1,1,40.2,2
7292,0.24,7,0,1,0,14430,15441,2512,14599,14741,72920,7292.93,2,0,3,1,1,0,9.4,2
7293,0.36,15,1,0,0,21972,27332,7541,16637,2083,72930,7292.71,1,0,3,1,0,1,18.6,2
7295,0.57,15,1,1,1,8478,7024,9591,12022,11293,72950,7294.98,7,8478,3,2,2,2,20.7,2
7304,0.99,31,1,1,1,8716,20205,299,16725,7690,73040,7303.53,7,8716,3,2,2,2,40.9,2
7308,0.81,21,0,0,0,9278,16551,976,18172,10839,73080,7307.6,0,9278,1,0,0,0,29.1,2
7312,0.44,7,1,1,1,21994,20729,8199,3349,18420,73120,7312.63,7,0,3,2,2,2,11.4,2
7314,0.21,17,1,1,1,20074,2754,1958,18565,17630,73140,7313.81,7,0,1,2,2,2,19.1,2
7316,0.03,11,0,0,1,14951,30137,4814,16515,1305,73160,7316.16,4,0,3,0,1,1,11.3,2
7317,0.16,23,0,1,1,19166,18990,9472,18898,14355,73170,7317.39,6,0,3,1,2,1,24.6,2
7318,0.28,9,1,1,1,13970,6705,344,3254,6971,73180,7317.36,7,0,1,2,2,2,11.8,2
7319,0.39,39,0,1,1,22464,25332,1730,8768,8643,73190,7318.95,6,0,3,1,2,1,42.9,2
7331,0.96,25,0,1,1,7230,17631,3515,4800,16360,73310,7330.45,6,7230,1,1,2,1,34.6,2
7337,0.52,39,0,1,1,8585,31661,8782,10389,18170,73370,7336.8,6,8585,3,1,2,1,44.2,2
7339,0.29,15,1,0,0,19860,35428,4310,14398,18839,73390,7339.21,1,0,3,1,0,1,17.9,2
7344,0.31,19,1,0,1,12277,31219,3949,8168,8449,73440,7343.05,5,0,3,1,1,2,22.1,2
7355,1,23,1,0,0,7659,32492,3114,17873,18894,73550,7355.51,1,7659,3,1,0,1,33,2
7362,0.59,21,0,0,0,8853,5552,3388,9713,9544,73620,7362.94,0,8853,1,0,0,0,26.9,2
7364,0.37,13,1,1,1,8103,13020,5539,17768,1879,73640,7363.66,7,0,1,2,2,2,16.7,2
7365,0.26,39,0,1,1,17082,4504,5000,5938,12708,73650,7365.05,6,0,3,1,2,1,41.6,2
7366,0.14,3,0,1,0,17861,15583,5807,11888,2813,73660,7366.67,2,0,3,1,1,0,4.4,2
7367,0.02,11,0,0,0,20253,32731,9592,9931,3079,73670,7366.2,0,0,3,0,0,0,11.2,2
7370,0.34,21,0,1,1,12398,2467,3035,3921,9150,73700,7370.92,6,0,1,1,2,1,24.4,2
7372,0.56,27,0,0,1,7333,39036,7120,2033,18283,73720,7371.54,4,7333,3,0,1,1,32.6,2
7384,0.88,29,1,1,1,7801,9065,1632,9192,596,73840,7383.82,7,7801,1,2,2,2,37.8,2
7385,0.82,1,1,1,1,5497,1832,7499,17544,15600,73850,7385.52,7,5497,1,2,2,2,9.2,2
7389,0.45,15,1,1,1,24348,20751,6041,9245,18886,73890,7388.63,7,0,3,2,2,2,19.5,2
7392,0.1,15,1,0,1,23021,8298,1914,7570,520,73920,7392.91,5,0,3,1,1,2,16,2
7395,0.26,29,0,1,1,15184,10522,7585,16200,17960,73950,7394.7,6,0,1,1,2,1,31.6,2
7396,0.37,13,0,1,1,18103,7738,5949,6507,3274,73960,7395.48,6,0,1,1,2,1,16.7,2
7403,0.95,27,0,0,1,8497,26310,9509,10623,6673,74030,7402.08,4,8497,3,0,1,1,36.5,2
7415,0.42,37,1,1,1,15777,21812,5112,4615,3791,74150,7415.3,7,0,1,2,2,2,41.2,2
7416,0.31,31,0,1,0,18191,3923,4232,19229,9119,74160,7415.25,2,0,3,1,1,0,34.1,2
7417,0.19,19,0,1,0,8638,32912,540,10217,19742,74170,7416.5,2,0,3,1,1,0,20.9,2
7421,0.29,25,0,1,1,24342,16878,3555,12579,3626,74210,7421.01,6,0,1,1,2,1,27.9,2
7422,0.41,9,0,1,0,23902,20564,9369,13103,10520,74220,7422.14,2,0,1,1,1,0,13.1,2
7441,0.39,39,0,1,1,15293,15191,2613,8716,2823,74410,7440.18,6,0,3,1,2,1,42.9,2
7444,0.03,17,1,1,1,18600,39444,778,14461,7285,74440,7443.19,7,0,1,2,2,2,17.3,2
7447,0.33,19,1,1,1,19346,21870,9515,5141,8469,74470,7447.87,7,0,3,2,2,2,22.3,2
7451,0.73,33,0,0,1,6103,16793,9173,1824,18418,74510,7450.92,4,6103,1,0,1,1,40.3,2
7466,0.47,21,0,0,0,6362,35341,8039,8237,19209,74660,7466.33,0,0,1,0,0,0,25.7,2
7468,0.24,1,1,1,1,15557,28760,3084,10696,16345,74680,7468.63,7,0,1,2,2,2,3.4,2
7472,0.24,25,0,1,1,22578,31790,8407,12643,3561,74720,7472.1,6,0,1,1,2,1,27.4,2
7473,0.36,35,1,0,1,12297,23712,3692,16583,17263,74730,7473.69,5,0,3,1,1,2,38.6,2
7474,0.47,33,0,1,1,12392,35948,1654,16640,11122,74740,7474.8,6,0,1,1,2,1,37.7,2
7477,0.75,3,0,0,1,6869,14384,7372,14175,2399,74770,7477.96,4,6869,3,0,1,1,10.5,2
7493,0.33,5,0,1,0,8947,38313,25,196,1337,74930,7493.82,2,0,1,1,1,0,8.3,2
7494,0.21,13,0,0,1,19804,36307,7520,6544,9834,74940,7493.96,4,0,1,0,1,1,15.1,2
7495,0.09,33,0,1,1,10761,18290,1792,12018,11230,74950,7495.85,6,0,1,1,2,1,33.9,2
7499,0.39,31,1,1,1,9474,32832,4855,18887,15554,74990,7499.65,7,0,3,2,2,2,34.9,2
7500,0.5,7,1,1,1,6979,34054,5597,14776,9757,75000,7500.91,7,6979,3,2,2,2,12,2
7508,1,11,1,1,1,9069,7847,6735,11197,6897,75080,7507.73,7,9069,3,2,2,2,21,2
7515,0.71,29,1,0,1,8789,35335,5767,18355,18063,75150,7515.81,5,8789,1,1,1,2,36.1,2
7519,0.29,3,0,1,1,24824,21820,4325,16786,2657,75190,7519.77,6,0,3,1,2,1,5.9,2
7521,0.05,39,1,1,1,21021,29454,5874,2954,17155,75210,7520.11,7,0,3,2,2,2,39.5,2
7522,0.07,23,0,0,1,13168,38756,4835,2247,14321,75220,7521.81,4,0,3,0,1,1,23.7,2
7525,0.42,33,1,1,1,7377,36236,4303,10742,7357,75250,7524.06,7,0,1,2,2,2,37.2,2
7526,0.53,1,0,0,0,5710,2612,9680,8496,15893,75260,7526,0,5710,1,0,0,0,6.3,2
7527,0.63,17,1,0,0,7962,15326,3251,16781,10536,75270,7526.74,1,7962,1,1,0,1,23.3,2
7543,0.48,23,1,1,1,12920,17794,2620,9394,14420,75430,7542.21,7,0,3,2,2,2,27.8,2
7549,0.22,11,1,0,1,8776,844,7756,16182,5395,75490,7548.89,5,0,3,1,1,2,13.2,2
7562,0.97,1,1,1,1,5147,36183,5139,18522,13910,75620,7562.33,7,5147,1,2,2,2,10.7,2
7564,0.88,31,1,1,1,5615,8714,3987,8316,11655,75640,7564.32,7,5615,3,2,2,2,39.8,2
7569,0.45,39,1,1,1,6283,4026,2923,10506,10323,75690,7569.08,7,0,3,2,2,2,43.5,2
7570,0.34,39,0,0,1,23586,565,4829,10831,16770,75700,7570.15,4,0,3,0,1,1,42.4,2
7571,0.22,37,0,1,1,12437,29784,5456,8655,9182,75710,7571.52,6,0,1,1,2,1,39.2,2
7574,0.14,23,1,0,1,16289,29777,7549,19047,8704,75740,7573.78,5,0,3,1,1,2,24.4,2
7575,0.26,25,1,0,0,12257,28166,5551,19496,6040,75750,7574.56,1,0,1,1,0,1,27.6,2
7581,0.84,9,1,1,1,8238,18365,5038,19405,7680,75810,7581.42,7,8238,1,2,2,2,17.4,2
7585,1,13,0,0,0,9122,10703,5267,11040,18161,75850,7584.78,0,9122,1,0,0,0,23,2
7595,0.42,3,1,1,1,11330,38687,2349,8709,5019,75950,7595.34,7,0,3,2,2,2,7.2,2
7596,0.31,7,0,1,1,24282,11304,5075,17157,6538,75960,7595.56,6,0,3,1,2,1,10.1,2
7599,0.05,33,0,1,1,20887,39627,5096,16381,11813,75990,7598.91,6,0,1,1,2,1,33.5,2
7600,0.17,23,1,1,1,13397,2887,2159,17168,12103,76000,7600.74,7,0,3,2,2,2,24.7,2
7602,0.41,25,0,0,0,13402,11422,6875,2448,3805,76020,7602.49,0,0,1,0,0,0,29.1,2
7609,0.96,11,1,1,1,7089,29792,4184,3413,9228,76090,7609.91,7,7089,3,2,2,2,20.6,2
7622,0.28,19,0,1,0,9505,32971,5262,4562,6943,76220,7622.74,2,0,3,1,1,0,21.8,2
7623,0.16,19,1,0,1,11278,24635,9852,17077,542,76230,7623.11,5,0,3,1,1,2,20.6,2
7625,0.09,17,0,1,1,19069,32079,4116,15057,2276,76250,7624.08,6,0,1,1,2,1,17.9,2
7626,0.21,21,0,1,0,19018,20060,4622,10125,15057,76260,7625.23,2,0,1,1,1,0,23.1,2
7627,0.33,27,1,0,1,11840,16228,4190,15966,9783,76270,7627.66,5,0,3,1,1,2,30.3,2
7628,0.44,27,1,0,1,21755,33677,5506,4978,19174,76280,7628.87,5,0,3,1,1,2,31.4,2
7647,0.36,5,0,1,0,5062,29469,4000,9899,9640,76470,7647.16,2,0,1,1,1,0,8.6,2
7648,0.24,19,0,1,1,15788,2807,3705,5507,4390,76480,7648.36,6,0,3,1,2,1,21.4,2
7649,0.12,19,1,1,1,9756,9162,4149,2593,6939,76490,7648.86,7,0,3,2,2,2,20.2,2
7650,0,7,1,1,1,14747,3945,6911,14505,5574,76500,7650.31,7,0,3,2,2,2,7,2
7653,0.36,33,1,0,0,17701,25467,3416,4446,17513,76530,7652.92,1,0,1,1,0,1,36.6,2
7656,0.67,39,1,0,1,5410,7604,8659,15508,14432,76560,7655.16,5,5410,3,1,1,2,45.7,2
7657,0.75,19,1,0,1,6465,17526,1405,6708,7443,76570,7657.01,5,6465,3,1,1,2,26.5,2
7669,0.73,11,0,0,1,9451,23967,6048,5705,2359,76690,7669.57,4,9451,3,0,1,1,18.3,2
7672,0.44,29,0,0,1,24641,17639,9551,3947,4225,76720,7671.89,4,0,1,0,1,1,33.4,2
7675,0.09,1,1,1,1,24868,4002,5268,4126,542,76750,7675.09,7,0,1,2,2,2,1.9,2
7682,0.69,37,1,1,1,8950,39489,8446,10469,10512,76820,7681.83,7,8950,1,2,2,2,43.9,2
7698,0.41,27,1,0,1,8306,3297,5591,6526,16587,76980,7698.92,5,0,3,1,1,2,31.1,2
7702,0.07,39,0,1,0,12821,8007,9873,10940,7359,77020,7701.67,2,0,3,1,1,0,39.7,2
7705,0.42,27,1,0,0,6897,7969,6554,19547,19277,77050,7704.9,1,0,3,1,0,1,31.2,2
7706,0.53,25,0,0,1,5071,37601,980,19052,13090,77060,7706.01,4,5071,1,0,1,1,30.3,2
7707,0.63,33,0,0,0,9861,14227,6469,15257,12782,77070,7706.17,0,9861,1,0,0,0,39.3,2
7710,0.87,11,1,0,0,5567,26548,9714,14512,13803,77100,7710.06,1,5567,3,1,0,1,19.7,2
7711,0.92,1,0,1,0,6407,19647,7196,9842,10805,77110,7710.33,2,6407,1,1,1,0,10.2,2
7724,0.37,1,1,1,1,17611,5586,8260,8446,18460,77240,7723.37,7,0,1,2,2,2,4.7,2
7725,0.26,9,0,0,0,13438,12474,6324,11223,10207,77250,7725.38,0,0,1,0,0,0,11.6,2
7731,0.45,35,1,0,1,6854,29215,3303,738,1732,77310,7731.42,5,0,3,1,1,2,39.5,2
7732,0.56,25,1,1,1,8986,33358,4780,13055,8843,77320,7733,7,8986,1,2,2,2,30.6,2
7734,0.74,21,0,0,1,9408,10261,9911,13593,227,77340,7733.03,4,9408,1,0,1,1,28.4,2
7738,0.97,23,1,0,0,6539,21161,4878,655,4659,77380,7738.04,1,6539,3,1,0,1,32.7,2
7749,0.45,19,1,0,1,14690,32854,7935,11749,3831,77490,7749.05,5,0,3,1,1,2,23.5,2
7754,0.14,11,1,0,1,20489,29925,6450,11920,9409,77540,7754.45,5,0,3,1,1,2,12.4,2
7756,0.37,33,1,1,1,22447,4301,9463,11007,16254,77560,7756.84,7,0,1,2,2,2,36.7,2
7757,0.48,23,1,1,1,23790,9841,2607,895,10449,77570,7756.88,7,0,3,2,2,2,27.8,2
7761,0.84,29,0,0,0,7160,29598,5669,18878,4302,77610,7761.89,0,7160,1,0,0,0,37.4,2
7777,0.19,31,0,0,1,18553,24956,4714,11694,9277,77770,7777.22,4,0,3,0,1,1,32.9,2
7779,0.05,17,1,1,1,18123,18182,2645,3809,15731,77790,7779.5,7,0,1,2,2,2,17.5,2
7780,0.17,15,0,1,1,16707,22199,5458,13238,9197,77800,7779.36,6,0,3,1,2,1,16.7,2
7782,0.41,9,1,0,1,18929,39282,2526,15343,12151,77820,7782.21,5,0,1,1,1,2,13.1,2
7785,0.71,23,1,1,1,7716,14173,3664,518,18803,77850,7785.26,7,7716,3,2,2,2,30.1,2
7788,0.91,27,1,0,0,5479,14474,3277,17684,16661,77880,7788.92,1,5479,3,1,0,1,36.1,2
7791,1,35,1,0,1,5494,38869,3862,17514,11656,77910,7790.04,5,5494,3,1,1,2,45,2
7797,0.78,19,1,0,0,5750,10546,9299,5416,19894,77970,7796.23,1,5750,3,1,0,1,26.8,2
7798,0.69,17,1,1,1,7078,18297,2810,18071,10625,77980,7798.9,7,7078,1,2,2,2,23.9,2
7803,0.16,35,1,1,1,6958,4718,3281,13274,7278,78030,7803.8,7,0,3,2,2,2,36.6,2
7804,0.03,29,1,0,1,19849,5903,4116,19541,18728,78040,7803.44,5,0,1,1,1,2,29.3,2
7806,0.21,7,0,0,1,9370,22015,9398,10512,6907,78060,7805.16,4,0,3,0,1,1,9.1,2
7815,0.97,33,1,1,1,9781,7369,7408,15052,13513,78150,7814.75,7,9781,1,2,2,2,42.7,2
7824,0.67,37,1,0,0,7299,23472,6669,7384,1150,78240,7824.52,1,7299,1,1,0,1,43.7,2
7828,0.24,27,1,0,0,15761,18222,1161,7072,3231,78280,7827.53,1,0,3,1,0,1,29.4,2
7830,0,5,1,1,1,10055,32804,9570,15250,8606,78300,7830.99,7,0,1,2,2,2,5,2
