X,Real Y,Predict Y (1),Predict Y (2),Predict Y (3),Predict Y (4),Predict Y (5),Predict Y (6),Predict Y (7),Predict Y (8),Predict Y (9),Predict Y (10),Predict Y (11),Predict Y (12),Predict Y (13),Predict Y (14),Predict Y (15),Predict Y (16)
1969.583333,323.54,316.4746777,323.3043606,323.8774538,325.0176456,321.1131422,323.6718905,322.9881526,322.9014904,321.6249795,321.5479922,322.0458838,322.7551856,324.1490465,321.3106635,327.0136867,324.1059007
1969.666667,322.4,319.4724989,321.6873414,322.0012563,324.9290366,320.4010229,322.5067543,322.5999822,320.3246336,320.3017445,320.3893949,319.6976504,322.5821709,323.2613563,319.7226966,326.1537938,322.6782189
1969.75,321.8,326.9736338,329.6131854,326.725416,324.7358663,321.7393388,322.4749265,322.147727,320.5271186,321.2533899,320.6716239,319.1064967,323.5024627,323.1874159,319.3586157,324.647752,323.1262058
1969.833333,322.82,331.1477265,322.9287234,322.7510945,325.4287213,323.3795784,323.0467128,322.198895,323.5845809,322.9205585,321.1917949,320.3638334,324.7872039,324.2591546,320.6023797,322.699096,324.4953017
1969.916667,324.125,327.6847747,326.9731402,325.0561901,326.0061749,324.2043077,323.7076678,323.075934,326.22902,324.6858723,321.9194912,321.6003903,326.161759,325.4924538,323.1565862,321.9073462,325.0055052
1970,325.08,315.983227,324.0907767,323.2656024,326.6329449,324.9032028,324.5222059,323.612125,326.4680129,326.4100081,322.6724496,321.9317698,326.8993149,325.6377309,325.9096012,323.2918299,325.5421428
1970.083333,326.025,326.0178378,326.2026103,324.8483833,326.8853927,325.0479919,325.874085,323.8593419,325.5828627,327.8662365,323.9089035,322.5115034,327.1321194,325.4892519,327.2347904,325.9120714,326.8166824
1970.166667,327,328.1097675,330.2352346,324.8499904,327.2752431,324.8276767,327.1144237,325.2876805,325.8260231,328.9070887,324.6487059,323.6860188,327.4381199,326.4595622,327.6472275,327.6647486,328.4516818
1970.25,328.075,328.3641937,322.6041834,325.399632,327.1255608,325.0051342,328.3876721,327.460743,326.9996678,329.9215269,324.99913,325.5582388,328.2700229,328.185349,327.6477698,327.9193816,329.7214492
1970.333333,327.92,317.9961002,320.3140405,325.7704974,327.2896908,326.1243279,328.7887296,328.3560346,328.037929,331.165777,325.0118355,326.7928757,328.5382827,329.0762712,327.6898311,327.502662,330.4549291
1970.416667,327.55,330.1683336,330.5042229,331.3025814,326.9714998,326.7704239,328.0811665,327.009826,328.4384599,331.2622843,324.886773,326.6190675,327.2010352,328.4238734,326.4447324,327.2756221,330.352625
1970.5,326.3,328.89611,320.0114414,328.1929878,326.6754974,325.3215763,326.2731835,325.1530022,327.4066158,329.1978747,323.6942857,324.7417009,325.2694225,326.9620542,324.404092,326.619972,328.3787842
1970.583333,324.66,324.626041,323.0381955,325.7932922,326.2778021,323.478022,324.32745,324.3190816,324.6703836,326.5420815,322.0146992,321.9585216,323.6431983,325.3279218,322.4435569,325.6315847,325.3685094
1970.666667,323.15,325.078535,328.1954983,322.8614355,326.0104632,323.0983077,323.4284453,323.9017218,321.6940719,325.3001831,321.2992994,319.8870465,323.2989473,324.0005301,321.1737968,324.5578823,323.4527613
1970.75,323.14,329.1280368,325.2960995,326.471023,325.8456026,324.8214832,323.7000043,323.4898713,321.6669086,325.909264,321.616156,319.6038401,324.1349054,323.5290537,320.9493799,323.1981009,323.5847187
1970.833333,324.05,334.9125822,326.324083,323.8299223,325.9324925,326.7226736,324.4476054,323.775521,324.524621,327.2359195,322.596544,321.3699335,325.6087519,324.4501797,322.3318495,321.5644061,324.321464
1970.916667,325.1,313.2633041,327.7524373,322.5380902,326.3908693,327.9056569,325.3549052,324.8377613,327.4014463,328.8108835,323.3846034,323.3206421,327.013169,325.906582,324.927706,320.9126175,324.5529219
1971,326.14,319.7481607,331.1721224,325.534561,326.6724269,328.708875,325.9862278,325.4841892,327.9270307,330.1117495,324.3964387,324.5877081,327.581298,326.3442456,327.5978242,322.648538,325.0566541
1971.083333,326.65,336.750651,328.563973,326.5600514,326.9150855,328.9101449,327.0326674,325.8439911,327.2960459,331.1603504,325.5865697,325.5460152,327.7875296,326.3437109,328.8198745,325.6884304,326.1623221
1971.166667,327.2,331.4664686,321.1446941,324.2153895,327.0867506,328.2910504,328.3366182,327.0068252,327.4485413,331.546403,326.759534,327.0273721,327.9292266,327.2333061,328.7398973,327.7920534,327.7960924
1971.25,327.675,324.9311432,323.1226679,327.8309418,327.4469007,328.2481629,329.4722915,328.897286,328.3147382,332.0188716,327.4942613,328.815436,328.4463995,328.8790937,328.5388356,328.6890917,329.1798703
1971.333333,328.82,325.6143248,323.8809866,326.2391573,327.4716989,329.2842733,330.0432424,329.6742906,328.9983012,333.1004594,328.0052784,330.0049247,328.659104,329.8472302,328.0006643,328.6383257,329.9899984
1971.416667,328.475,323.6291896,327.8774944,325.4246532,327.2431409,330.0147812,329.306304,328.2086248,329.2943565,332.7293659,327.9547543,329.7027611,327.2746861,329.1797789,326.7548305,328.478437,329.9509013
1971.5,327.22,329.2636627,322.4253258,331.971401,326.7125869,328.5864615,327.5368687,326.2278899,328.0559939,330.1754899,326.7383901,328.1524626,324.6974683,327.7472636,324.8763935,328.0096472,328.1616204
1971.583333,325.25,324.0356709,324.5299404,328.3631239,326.0415579,326.3472033,325.5224362,325.0230193,325.0962114,327.0662084,325.1342009,325.5743704,322.621241,326.1317303,323.0052307,327.2226634,325.2859073
1971.666667,323.4,338.3685757,324.8000984,327.509396,325.5626083,325.7092356,324.6127799,324.2956426,321.9155712,325.2324143,323.7508839,323.3519806,322.1895399,324.7366119,322.0276956,326.227126,323.4749649
1971.75,323.54,328.2649628,323.150813,328.4949685,325.3421011,326.3965031,324.8382273,323.6539019,321.6207927,325.5834507,323.781591,323.0450024,322.9464166,324.2153116,322.0078655,324.9852025,323.4672191
1971.833333,324.825,319.7343807,333.621055,324.6496538,325.5860106,327.6770927,325.5188888,323.9313615,324.3484957,326.3910196,324.1695531,324.4713905,324.5513355,325.1779119,323.2765745,323.4642808,324.0760881
1971.916667,325.925,327.6894752,324.6955892,327.3040602,325.611049,328.4186025,326.4777513,324.9307833,327.3667119,327.5335032,324.5806613,326.6289513,325.9451914,326.8032032,325.877462,322.7964041,324.2366743
1972,326.72,322.273637,332.2955991,322.7809372,326.1258773,328.7484529,327.0546924,325.4951957,328.1552313,328.6348307,325.5980811,327.9553907,326.773199,327.6977159,328.2489701,324.5493012,324.6963348
1972.083333,327.625,330.8609373,334.6068411,328.7645524,326.7675436,328.5025581,327.8394399,325.6042132,327.8654568,329.4260723,326.9857719,328.9042628,326.9514749,327.8625801,329.5693691,327.3259771,326.4352426
1972.166667,327.725,337.8383848,327.88549,327.147774,327.2898907,327.2865866,328.9860457,326.5484276,328.0278392,329.7491189,328.0156891,329.9080568,327.5061268,328.7503348,329.4612581,329.2408483,328.2208543
1972.25,329.64,331.2302016,333.7728024,328.0445347,327.8476257,327.1858947,330.1561781,328.2641897,328.7698779,330.4272872,329.0118832,331.1359489,328.5449297,330.1472182,329.1828706,329.5931599,329.5679579
1972.333333,330,336.4973368,332.9258501,329.700585,328.5176545,328.0187347,330.6641563,329.131368,329.4078669,331.6381243,329.9923081,331.5556472,329.1742675,330.911685,328.736827,329.4305146,330.6996277
1972.416667,329.075,326.223193,329.2812138,329.5464453,328.2652871,328.9250036,330.2168783,327.9105751,329.5505967,331.7225868,330.4126402,330.9565758,328.2602408,329.888368,328.0442736,328.7297738,330.8606282
1972.5,328.04,331.2065366,326.2008322,331.2495315,327.9079391,327.9169809,328.5459359,326.2979468,328.3121196,329.8666885,329.2200551,329.2829801,325.9748697,328.5730415,326.5882299,327.7931261,329.2486502
1972.583333,326.25,332.7193062,330.2287119,329.4859941,327.0271683,326.0033026,326.582201,325.5327495,325.2834478,327.1230821,327.2817798,326.583237,324.051855,326.7739346,325.2600488,326.7455102,326.413683
1972.666667,324.86,321.124747,321.3074835,328.1679068,326.5039234,325.0544638,325.4579345,325.2815032,321.9836853,325.732829,325.8303605,324.2998408,323.5171102,325.2800394,324.7700604,325.8415882,324.6451301
1972.75,325.3,323.049576,327.6798126,326.7602392,326.3041417,325.8641557,325.8091729,325.266401,321.5002421,326.1068674,325.7892851,323.7924204,324.8326904,324.6639377,324.9676674,324.7814647,324.4566586
1972.833333,326.425,319.3091686,332.5077209,329.205741,326.5928424,326.861818,327.2218508,326.1201962,324.44185,327.5635016,326.2951418,325.2625239,326.7507032,325.8021851,326.2323482,323.3881802,324.8734269
1972.916667,327.54,328.7013493,322.5714258,326.5130451,327.0744613,327.92143,328.3173691,327.8449499,327.5110474,328.892495,327.124711,327.5594858,328.6965647,327.7349615,328.6758805,322.9805152,325.1487157
1973,328.55,322.9915943,327.4005125,329.081547,327.7170258,328.7479379,329.1439084,328.8490081,328.7856697,330.1106952,328.2849378,329.2165421,329.8940361,328.9159546,331.0849649,324.6342,325.7352903
1973.083333,329.475,331.6019667,326.3838939,328.7493521,328.663964,328.8061537,330.0645843,329.256329,329.1628465,330.8522818,330.0921255,330.2781582,330.4689553,329.4661109,332.3054994,327.3384754,327.5518573
1973.166667,330.38,326.2562905,332.3149533,327.1471902,329.6082525,328.2143995,331.2278644,330.1753274,329.841944,330.9979384,331.6400669,331.4448154,330.8826277,330.343887,332.1450274,329.5401105,329.6388995
1973.25,331.575,325.222467,328.0641031,329.6280162,330.8742267,328.3216323,332.6402552,332.0762141,330.5950168,331.978535,333.0874826,332.3685365,332.35455,331.4442461,331.9643479,330.1192108,331.3777865
1973.333333,332.4,332.4176327,330.0656291,331.167827,331.4376452,329.8045529,333.4796572,332.8088167,331.4250854,333.2107736,334.4116824,332.577538,333.2657138,331.7706122,331.7605419,330.250034,332.586809
1973.416667,331.94,327.0837548,331.018763,333.3218749,331.5165349,331.1567159,333.248265,331.7142781,331.4415292,333.4850199,334.8126255,332.1019723,332.3518308,330.7815992,331.1019997,329.8140596,332.9337681
1973.5,330.65,327.734729,329.9356122,328.546411,330.7867153,330.4837252,331.6711396,330.2699844,330.6956699,331.6564286,333.3410578,330.6378206,330.0422282,329.3628584,329.7799808,329.1113527,331.6973447
1973.583333,329.325,329.9276068,326.0559483,329.6632087,329.5677218,328.4973994,329.4899223,329.6682099,327.7670982,328.6098974,330.7105036,328.2775973,327.7908484,327.8387362,328.7341119,328.6136514,329.0655891
1973.666667,327.5,336.3115592,323.1528318,329.8042715,328.883456,327.3891675,328.2670561,329.1761344,324.8150362,326.9874162,328.5420523,326.1505654,327.0024754,326.499098,328.1530679,328.3921785,327.1991029
1973.75,327.225,330.3260289,325.8176224,327.7992929,328.349053,327.5600873,328.6876974,328.9758212,324.095369,327.0191978,327.8181607,325.5699242,327.6155686,326.0297162,328.0749062,327.7110779,327.2257095
1973.833333,328.05,332.4011683,331.6987858,329.9173028,328.5915427,328.1561308,329.7709983,329.578927,326.8739857,327.8409419,327.8704078,326.8642904,329.3745457,327.4851893,328.7856167,326.8277644,327.5701046
1973.916667,328.64,334.2641377,323.3148466,328.8000785,329.1417765,328.9002063,330.85926,330.9235896,330.1869092,328.8619169,328.173137,329.2173534,331.0633033,329.7935948,330.6289235,326.7003807,327.6336761
1974,329.325,337.5622739,323.7860536,329.4516576,329.9377742,329.9917059,331.5919527,331.51566,331.8047822,329.493578,329.4679935,330.7962169,331.9589473,331.2541287,332.4313054,328.4014424,328.3268996
1974.083333,330.625,328.8619518,332.8929394,325.6157718,331.0144263,330.1129074,332.1589173,331.2050783,332.3387586,329.6079656,330.7292888,331.9639128,332.2543958,331.8426924,333.1418639,331.1917761,330.1707348
1974.166667,331.5,329.1499922,329.9018413,330.9688813,332.2793209,329.7941283,332.9983893,331.458906,333.0899357,329.6474694,332.2096691,332.8261015,332.7087464,332.4716623,333.0946081,332.9434755,332.481212
1974.25,332.625,335.5203185,329.9254675,328.9840744,333.5696237,329.7754326,334.0995811,332.289269,333.9419754,330.0260026,333.3365849,333.0217044,333.9572783,333.3308704,332.6827374,333.579262,334.257323
1974.333333,332.975,324.2561827,322.8415396,334.7537621,334.4279207,331.1941537,334.8775406,332.4328766,334.2332158,331.4414052,334.3373596,332.7343147,335.1052289,333.0646051,332.5574438,333.3363633,335.198116
1974.416667,332.16,331.8690983,320.5891981,332.6364698,334.009994,332.4993071,334.3995792,331.0246661,334.1455059,331.9848461,334.1556742,331.9393341,334.2764392,331.814605,331.7262596,332.6567581,335.4702017
1974.5,331.075,330.3836934,336.1561447,331.0410013,332.7223048,331.7955074,332.3826198,329.3427483,333.1799921,330.2487473,332.2939193,330.1649205,331.7219105,330.3309619,330.6778534,331.6406663,333.9321529
1974.583333,329.22,332.5096199,323.7525734,332.6557526,330.9087319,329.7320276,329.7857393,328.5906187,330.07287,327.6306776,329.0577605,327.9303601,329.0816768,328.7331289,329.5740309,330.5928218,331.1862262
1974.666667,327.375,330.0319897,327.5367778,328.5397974,329.69565,328.3524439,328.0119867,328.1448043,326.5052297,326.0208162,326.4526355,325.5449386,327.7877649,327.4273743,328.8487929,330.1496015,329.2844927
1974.75,327.375,332.0639086,335.0522131,327.1769407,328.8887425,328.0497269,327.925256,327.8763682,325.5931657,326.0221458,325.3166162,324.9309171,328.0919833,327.0366223,328.4599268,329.6080214,328.7223251
1974.833333,328.4,326.677804,328.0118165,330.0957186,328.9629485,328.585226,328.9837572,328.3888077,327.850046,327.3693153,325.6253248,326.2135764,329.6864163,328.2106397,328.6506899,328.4061997,328.7522425
1974.916667,329.675,332.7811103,331.1553572,329.1453038,329.7502049,329.5869636,330.0827525,329.7349144,330.5198299,328.4912511,326.4216307,328.1789935,331.3898852,330.3329495,330.0511601,328.0545097,328.1770313
1975,330.25,327.0750471,325.5935716,332.0004275,330.713885,331.1274463,331.1994964,330.4745503,332.176174,329.5515939,328.1893918,329.9663994,332.3116013,331.6958475,331.5878534,329.3638118,328.4999927
1975.083333,331.3,327.940274,328.378203,331.0796143,331.8962224,332.3029968,331.7075375,330.5363168,332.7597919,329.9792837,329.8384201,331.3632551,332.4018077,331.8755539,332.3062757,331.7448444,330.1774064
1975.166667,332,334.3427647,331.2402382,331.4180122,333.2225351,332.2123758,332.4523914,330.8003186,333.3464296,330.238312,331.7444606,332.1156682,332.828512,332.2279583,332.3715957,333.1836834,332.3041766
1975.25,333.275,331.0282482,328.3848304,331.7255892,334.438652,332.6197128,333.4141697,331.8642572,334.0264696,331.0271912,333.3244098,332.3841373,334.372477,332.5166006,332.2033709,333.4002504,333.8348948
1975.333333,333.86,336.2666458,336.1971775,333.9102607,335.2921478,334.180531,334.3905803,332.3749288,333.9764957,333.074803,334.8509763,332.3041541,335.6299607,331.8520868,332.2532463,333.194486,334.5676788
1975.416667,333.4,344.6634031,328.9437205,332.7380004,334.7642467,335.679026,334.1007744,331.3072944,333.7776377,333.9615816,335.0524793,331.6855246,335.0629317,330.1988438,331.8628063,332.4023178,334.7109733
1975.5,331.8,333.2049254,330.9894204,331.0659615,333.1507508,334.8479332,332.2547698,330.347069,332.6871017,332.86665,333.2908585,330.5717766,332.5699013,328.6245032,330.7113721,331.3106328,333.0449119
1975.583333,329.98,333.2559196,332.0873005,333.6434768,331.089996,332.5728494,329.4084951,330.0965969,329.6295586,330.3172471,330.118368,328.986662,329.7026489,327.4215731,329.8197455,330.5756467,330.5530469
1975.666667,328.525,341.0842526,329.8292754,332.3924281,329.7340947,330.7459732,327.8857363,330.1168492,326.0590572,328.833462,327.6617582,327.3419669,328.0288904,326.0337314,329.1016472,330.3520045,328.5899604
1975.75,328.325,326.2540276,330.2382573,328.6003554,328.8717211,330.1455393,327.6938471,330.1121714,324.6970302,328.8956847,326.9448628,327.1158175,327.8635334,325.7787367,328.4733462,330.1937848,328.2301157
1975.833333,329.44,328.8116509,330.3010885,329.4304243,329.2777369,330.2495613,329.0055773,330.967231,326.7966639,329.8314636,327.5226874,328.425403,329.2204377,327.0010936,328.6163292,329.7392736,328.1144466
1975.916667,330.775,331.3672902,332.0867217,335.183836,329.9421808,331.3327782,330.8390692,332.5132489,329.6003063,330.7958255,328.7502684,330.5775812,330.7809015,329.2032937,329.8530304,329.6397515,327.7877109
1976,331.74,330.9897161,332.2185304,328.405857,331.0768068,332.928563,331.9606737,333.1551272,331.1429638,331.5346219,330.3951799,332.6287983,331.5028176,330.6451077,331.1613975,331.1165934,328.4022738
1976.083333,332.55,329.7302726,331.4909508,331.517859,332.4091074,334.0909502,333.0303437,333.1053976,331.9516009,331.9229865,332.6604796,334.256445,331.5129879,330.9247001,332.0878808,333.4856699,330.4457594
1976.166667,333.45,330.2896926,334.5473511,332.7105742,334.1189252,334.133608,333.7118359,333.1190499,333.090975,331.7265408,334.4100479,335.48028,331.852409,331.4362403,332.3210084,335.0654794,332.9155657
1976.25,334.45,337.2770859,325.7029698,335.1033845,335.6372755,334.2049473,334.7147296,334.1510327,333.5969567,332.3860871,335.6687252,335.8786285,333.6155477,331.6682913,332.7326246,335.3822499,334.5791478
1976.333333,334.76,336.6857387,336.9532325,332.6828262,336.3189726,335.1218656,335.619264,334.3911032,333.7750136,333.8784363,336.6721977,335.3543435,335.4865205,331.1502688,333.1891395,335.0532862,335.4940483
1976.416667,334.4,324.9542761,331.8164375,333.2427013,336.0608847,335.8236296,335.47478,333.2003487,333.6182573,335.0062576,336.6059637,334.6096639,335.3546955,329.9306252,332.7439353,334.3746791,335.6523798
1976.5,332.86,332.3462177,334.520636,333.631508,334.3046185,334.4285709,333.4636476,332.2215822,332.5957544,333.5791402,334.4262142,333.5876158,333.3301501,329.0814592,331.9654397,333.2977813,334.359511
1976.583333,330.725,333.2930856,336.7939068,330.4331033,332.3628527,331.6086206,330.549065,331.642737,329.6386788,330.95478,331.0758288,331.9814579,330.6239206,328.237473,331.1362135,332.3290715,332.0580286
1976.666667,329.35,330.9676885,342.2990316,334.2615114,330.6780887,329.2644205,328.5942921,331.4233144,326.235073,329.2997565,328.55638,330.2655077,328.8711369,327.6154352,330.3304201,331.9074104,330.6035202
1976.75,329.1,336.3603139,334.4236528,332.5204592,330.0412218,328.2565631,328.402749,330.9556674,324.9199722,329.1947204,327.605095,329.7658921,328.670844,327.6989805,329.7944398,331.8954185,330.2948527
1976.833333,330.35,338.1869765,327.9950909,334.203157,330.3849107,328.2612749,329.5209965,331.4028809,326.8566854,330.1318678,328.1872925,330.6659016,329.9674656,329.1877938,329.9124158,331.3209391,330.1583087
1976.916667,331.625,330.4052406,333.6035348,330.9654185,331.5367887,329.5170738,331.3880259,332.7047225,329.4687605,331.3628334,329.4133633,332.1383907,331.8131727,331.5046643,330.9396749,331.2219587,329.7353476
1977,332.88,327.4283456,333.6264259,330.4302068,332.6891052,331.8517546,332.882094,333.4549239,331.2750592,332.483172,331.3354009,333.8524875,332.9609134,332.9587086,332.5835581,332.5966138,330.3982782
1977.083333,333.425,333.1415572,332.8564307,333.6651978,334.0413227,333.8216095,333.8187522,333.3772162,332.4757866,333.0079262,333.261685,335.1717806,333.1231311,333.6762702,333.6241309,334.5664656,332.3334782
1977.166667,334.7,339.1003371,334.5767225,335.4782864,335.7089329,334.1726385,334.6140911,333.7282942,333.6948876,333.3653263,335.000715,336.0784685,333.9688617,334.3897465,334.485458,335.5806676,334.658102
1977.25,336.04,340.967181,335.2602065,335.6166618,337.2945694,334.305391,335.5265063,334.8868169,334.7121878,334.4916893,336.4214859,336.1525326,336.2059666,334.6636507,335.3455159,335.7384246,336.267422
1977.333333,336.675,337.4574382,339.3495618,333.6061012,338.2516813,335.1878972,336.3859564,335.3440234,334.9569013,336.5915885,337.3649924,335.6130574,338.5185611,334.1858362,336.0117394,335.26464,336.8643206
1977.416667,336.2,340.5042427,339.6927669,336.2448827,337.8765971,335.8682762,336.1996522,334.6788343,334.8863962,338.0798757,337.2175087,334.5891288,339.1533871,333.2252628,335.856289,334.3932781,336.7823371
1977.5,334.8,332.6952288,345.6398011,331.0070074,336.0753085,334.5362206,334.3700924,333.8102425,334.237014,337.1424191,335.3540291,333.4247826,337.43606,332.3707674,334.8568253,332.9290488,335.2366481
1977.583333,332.875,340.158427,341.5500007,335.2928829,333.9016787,331.9050396,331.419858,333.7278901,331.8170108,334.8362738,332.2733592,332.3999816,334.8310324,331.8478091,334.1406173,331.800609,332.9969337
1977.666667,331.575,335.7780584,330.8795976,332.4521491,332.3679013,329.8427309,329.4095281,333.7871716,328.6070734,333.3284766,330.1622957,330.8993677,332.7169264,331.2231367,333.518227,331.4509098,331.3511643
1977.75,331.2,334.7699608,345.7335026,335.5419139,331.6031368,329.2174776,329.1866691,333.4870703,327.8340491,333.4845727,329.7019431,330.6033341,332.091663,330.9045505,333.0267779,331.6532575,331.2644564
1977.833333,332.35,335.9145787,332.5997596,330.844332,332.066563,329.7388681,330.5395821,334.3926572,329.6457527,334.4524377,330.310276,331.5159879,333.0222752,331.988299,333.0224581,331.4615948,331.1256464
1977.916667,333.86,330.5135919,330.7407867,337.8276643,333.1697722,331.5166369,332.6489187,335.748211,332.4282211,335.8857322,331.9602918,333.0964553,334.5863265,333.9201186,333.9697718,331.874964,330.809314
1978,335.025,340.1246358,337.3764901,335.9953137,334.1185064,334.5041786,334.7103424,336.9949613,334.3489491,337.0434457,333.8252571,334.9459141,335.4975353,335.0435195,335.6853836,333.553732,331.2277926
1978.083333,335.35,333.7798872,335.8400537,333.4441975,335.2769709,336.9664835,336.0058733,337.2111714,335.8941053,337.6640926,335.6767468,336.5437746,335.3499288,335.652857,336.9157463,335.6519737,333.2646301
1978.166667,336.6,339.5491155,331.7412209,332.3963863,336.6063817,337.5864538,336.980474,337.7692245,337.4713088,337.5969702,336.9993433,338.0763621,335.6638172,336.0612286,337.7976645,337.0207508,335.7487892
1978.25,337.64,336.41885,331.1752086,335.2127085,338.0647678,337.45562,337.8198399,339.173543,338.5507126,338.1467162,337.9792431,338.6056913,337.444944,336.5875646,338.767796,337.4285777,337.2876277
1978.333333,337.95,327.4767334,334.7594012,335.5084185,339.2202909,337.75132,338.7421943,339.6169958,338.9063907,339.5635307,338.7693708,338.1670988,339.6283771,336.1761774,339.4400037,337.2256662,338.1629204
1978.416667,337.925,338.4850968,329.9810476,338.3063079,338.6910155,337.8968405,338.6899016,338.5872843,338.8887253,340.2478263,338.3661874,337.4200816,340.2102336,334.9940901,338.8363862,336.4016528,337.8097411
1978.5,336.5,334.7941307,341.9532058,337.644202,337.0496112,336.3481342,337.0890628,337.6372547,338.0233568,338.4422504,336.2778035,336.6760272,338.341814,334.3305843,337.5775269,335.0902541,336.3195236
1978.583333,334.65,333.3738519,336.8808109,332.3959245,334.9422757,333.6271108,334.2865925,337.0543434,335.5152984,335.4154954,333.3123608,335.6160748,335.3005661,333.8516004,336.4616573,333.8198064,334.1966938
1978.666667,332.74,335.8764367,331.0511862,336.8291099,333.175692,331.614312,331.8685918,336.374872,332.3773447,333.2705453,331.0218815,334.6357333,332.7440406,333.141015,335.524075,333.7033237,332.8982421
1978.75,332.65,321.9556185,343.4903647,337.5013434,332.5691859,331.0698554,331.5438205,335.4011386,331.2340479,332.5723248,330.4881776,334.3293632,331.6594041,332.7253216,334.7388966,333.9382033,333.1284479
1978.833333,333.825,335.227233,335.0173082,336.8042588,333.0743212,331.4773774,332.6820935,335.4457764,332.7518918,333.0171321,330.8534336,334.8413512,332.1308035,333.6102535,334.5824411,334.1548625,333.1232173
1978.916667,334.96,334.7954658,331.2956709,337.2016565,334.0368662,333.4766571,334.6740892,336.3687702,335.2696723,333.951547,331.9853341,336.0364047,333.6853512,335.3243735,335.3240248,334.6838061,332.7131937
1979,336.225,341.8143701,334.7280778,340.9634075,334.8111399,336.6869292,336.6915849,337.1931724,336.7398308,334.7495421,333.5640037,337.3212048,334.447597,336.4658163,336.5500998,336.3318633,333.141503
1979.083333,336.7,337.6020728,339.8162517,334.5090002,335.8375589,339.2423498,337.9843499,337.2844487,338.0031064,334.9566654,335.0088637,338.9475805,334.2737649,337.2505782,337.6528339,338.4307666,335.2047569
1979.166667,338,335.9211163,335.4669981,336.2573137,337.3216284,340.01883,338.6968481,337.5971271,339.4044665,334.7549211,336.0654804,340.2412074,334.616223,338.3385636,338.4902145,339.7167879,337.7257694
1979.25,338.875,329.4959767,331.5947328,338.7138321,339.0288902,339.418308,339.3347333,338.9020711,340.2094819,335.0302853,336.7025165,340.6454581,336.4285035,339.2719783,339.38708,339.8001963,339.0874321
1979.333333,339.375,339.9224345,337.0503153,342.3868728,340.1078633,339.3606868,340.1466527,339.0465863,340.0692002,336.3888708,337.4037865,339.906457,338.9532505,339.0522018,339.8544671,339.3426199,339.6516607
1979.416667,339.24,344.241065,336.3380179,338.3244308,340.0051155,339.2538726,339.8329876,337.7853959,339.6473276,337.0728519,337.1373316,338.9467799,340.0631498,338.1934717,339.0607314,338.2600583,339.0964537
1979.5,337.525,335.9871037,336.9153257,336.7890778,338.463263,337.6893382,338.2318555,336.4382871,338.4558592,335.5660847,335.4628812,337.9321536,338.6909502,337.6194884,337.3141916,336.3312463,337.2380022
1979.583333,336.025,339.6542176,341.1212784,338.7093826,336.7143177,335.4520404,335.4691643,335.6236499,335.8058315,332.8303774,333.1135578,336.7005918,335.957871,336.9958929,335.8586881,334.7868387,334.906326
1979.666667,333.98,338.5278983,336.9159936,339.2945625,334.8132948,333.9372408,333.1712976,334.7870329,332.6374245,331.1974546,331.5698066,335.6299076,333.5333971,336.1537571,334.8785619,334.2028792,333.7399083
1979.75,333.95,335.6313361,332.0271081,336.5282724,334.2865648,333.6840534,332.5939041,334.0393652,331.3747846,331.4084821,331.5669381,335.1375104,332.2633466,335.456356,334.4026182,334.485738,333.8576726
1979.833333,335.15,341.1162418,342.5102565,340.2953409,334.8868628,334.5068896,333.6740771,334.3925003,332.8859744,332.7012263,332.5620409,335.495417,332.9988116,336.0712177,334.2663836,334.916403,334.2208978
1979.916667,336.66,339.5350605,340.0724405,339.9443347,335.6222699,336.5477825,335.766963,335.7151408,335.3452491,334.5564403,333.8809165,336.2227523,334.7132527,337.2574365,335.0555836,335.4785443,333.6462551
1980,337.925,331.3189516,334.1834697,335.1070174,336.6089122,339.9471625,337.715587,337.0816888,337.0366571,336.3372806,335.5345517,337.2740941,335.8543978,338.2711679,336.5005101,337.3447634,334.0889438
1980.083333,338.225,335.444599,339.3890551,338.8406795,337.5914831,342.5470393,339.3123549,337.8379035,338.3710888,337.2953669,337.3044447,338.9476778,335.8421035,338.9124688,337.5542997,339.3140707,336.1207377
1980.166667,340.06,335.6228724,344.7722124,335.3135205,338.7972467,342.9689505,340.3782723,339.1542512,340.166509,337.6951204,338.6538269,340.4951119,336.3848749,340.0725765,338.6640575,340.6234372,338.7447952
1980.25,340.75,330.2339656,339.9890878,340.2044506,340.9392479,342.2028388,341.1929076,341.1959951,341.1551929,338.6277891,339.8294035,341.4773531,338.0855404,340.8995736,339.9905851,340.7288066,340.1833206
1980.333333,341.34,337.6541767,338.9720024,340.077141,342.0928173,341.620457,342.1177323,341.790278,341.189671,340.3327298,340.6747625,341.1649296,340.5264726,340.7580052,340.5291886,340.3140034,340.7299917
1980.416667,340.95,336.3924697,340.8176706,339.4804729,342.1059716,340.9336915,342.2931798,340.8340472,340.774528,341.3420164,340.8942319,340.2516975,341.6190286,339.5342516,339.713707,339.241691,340.3177866
1980.5,339.375,334.8774702,342.6549269,340.7175203,341.0183919,339.2857009,340.9269819,339.5787922,339.6046336,340.1505105,339.6607842,339.4858356,340.4741125,338.5656129,337.9940369,337.4042246,338.4341745
1980.583333,337.6,349.5322463,338.6561141,336.0153729,338.9380507,336.8716149,338.5826641,338.6712972,337.156475,337.6697347,337.618151,338.5999116,338.0137692,337.4599833,336.4625162,335.6554358,336.3460745
